Current Step,Time Remaining,Expected Temp (new),External Temp,Chamber Temp,Time,,,,,,,,,,,
0,999,-7,-5.4,0,17092,284.87,,,,,,,,,,
0,999,-7,-5.4,0,17109,285.15,,,,,,,,,,
0,999,-7,-5.3,0,17126,285.43,,,,,,,,,,
0,999,-7,-5.5,0,17143,285.72,,,,,,,,,,
0,999,-7,-5.4,0,17159,285.98,,,,,,,,,,
0,999,-7,-5.4,0,17176,286.27,,,,,,,,,,
0,999,-7,-5.5,0,17193,286.55,,,,,,,,,,
0,999,-7,-5.4,0,17209,286.82,,,,,,,,,,
0,999,-7,-5.5,0,17226,287.1,,,,,,,,,,
0,999,-7,-5.4,0,17243,287.38,,,,,,,,,,
0,999,-7,-5.5,0,17259,287.65,,,,,,,,,,
0,999,-7,-5.6,0,17276,287.93,,,,,,,,,,
0,999,-7,-5.5,0,17293,288.22,,,,,,,,,,
0,999,-7,-5.6,0,17310,288.5,,,,,,,,,,
0,999,-7,-5.6,0,17326,288.77,,,,,,,,,,
0,999,-7,-5.5,0,17343,289.05,,,,,,,,,,
0,999,-7,-5.5,0,17360,289.33,,,,,,,,,,
0,999,-7,-5.6,0,17376,289.6,,,,,,,,,,
0,999,-7,-5.5,0,17393,289.88,,,,,,,,,,
0,999,-7,-5.5,0,17410,290.17,,,,,,,,,,
0,999,-7,-5.4,0,17427,290.45,,,,,,,,,,
0,999,-7,-5.6,0,17443,290.72,,,,,,,,,,
0,999,-7,-5.5,0,17460,291,,,,,,,,,,
0,999,-7,-5.5,0,17477,291.28,,,,,,,,,,
0,999,-7,-5.5,0,17493,291.55,,,,,,,,,,
0,999,-7,-5.5,0,17510,291.83,,,,,,,,,,
0,999,-7,-5.4,0,17527,292.12,,,,,,,,,,
0,999,-7,-5.6,0,17544,292.4,,,,,,,,,,
0,999,-7,-5.6,0,17560,292.67,,,,,,,,,,
0,999,-7,-5.5,0,17577,292.95,,,,,,,,,,
0,999,-7,-5.5,0,17594,293.23,,,,,,,,,,
0,999,-7,-5.5,0,17610,293.5,,,,,,,,,,
0,999,-7,-5.6,0,17627,293.78,,,,,,,,,,
0,999,-7,-5.5,0,17644,294.07,,,,,,,,,,
0,999,-7,-5.5,0,17661,294.35,,,,,,,,,,
0,999,-7,-5.7,0,17677,294.62,,,,,,,,,,
0,999,-7,-5.6,0,17694,294.9,,,,,,,,,,
0,999,-7,-5.6,0,17711,295.18,,,,,,,,,,
0,999,-7,-5.7,0,17727,295.45,,,,,,,,,,
0,999,-7,-5.6,0,17744,295.73,,,,,,,,,,
0,999,-7,-5.7,0,17761,296.02,,,,,,,,,,
0,999,-7,-5.7,0,17777,296.28,,,,,,,,,,
0,999,-7,-5.6,0,17794,296.57,,,,,,,,,,
0,999,-7,-5.8,0,17811,296.85,,,,,,,,,,
0,999,-7,-5.7,0,17828,297.13,,,,,,,,,,
0,999,-7,-5.7,0,17844,297.4,,,,,,,,,,
0,999,-7,-5.6,0,17861,297.68,,,,,,,,,,
0,999,-7,-5.6,0,17878,297.97,,,,,,,,,,
0,999,-7,-5.6,0,17895,298.25,,,,,,,,,,
0,999,-7,-5.6,0,17911,298.52,,,,,,,,,,
0,999,-7,-5.6,0,17928,298.8,,,,,,,,,,
0,999,-7,-5.5,0,17945,299.08,,,,,,,,,,
0,999,-7,-5.7,0,17961,299.35,,,,,,,,,,
0,999,-7,-5.7,0,17978,299.63,,,,,,,,,,
0,999,-7,-5.7,0,17995,299.92,,,,,,,,,,
0,999,-7,-5.7,0,18011,300.18,,,,,,,,,,
0,999,-7,-5.8,0,18028,300.47,,,,,,,,,,
0,999,-7,-5.6,0,18045,300.75,,,,,,,,,,
0,999,-7,-5.6,0,18062,301.03,,,,,,,,,,
0,999,-7,-5.6,0,18078,301.3,,,,,,,,,,
0,999,-7,-5.6,0,18095,301.58,,,,,,,,,,
0,999,-7,-5.7,0,18112,301.87,,,,,,,,,,
0,999,-7,-5.5,0,18128,302.13,,,,,,,,,,
0,999,-7,-5.7,0,18145,302.42,,,,,,,,,,
0,999,-7,-5.6,0,18162,302.7,,,,,,,,,,
0,999,-7,-5.6,0,18178,302.97,,,,,,,,,,
0,999,-7,-4.7,0,18195,303.25,,,,,,,,,,
0,999,-7,-3.2,0,18212,303.53,,,,,,,,,,
0,999,-7,-1.4,0,18229,303.82,,,,,,,,,,
0,999,-7,0.5,0,18245,304.08,,,,,,,,,,
0,999,-7,2.2,0,18262,304.37,,,,,,,,,,
0,999,-7,4,0,18279,304.65,,,,,,,,,,
0,999,-7,5.6,0,18296,304.93,,,,,,,,,,
0,999,-7,6.9,0,18312,305.2,,,,,,,,,,
0,999,-7,8.3,0,18329,305.48,,,,,,,,,,
0,999,-7,9.6,0,18346,305.77,,,,,,,,,,
0,999,-7,10.8,0,18362,306.03,,,,,,,,,,
0,999,-7,12.1,0,18379,306.32,,,,,,,,,,
0,999,-7,13.3,0,18396,306.6,,,,,,,,,,
0,999,-7,14.6,0,18412,306.87,,,,,,,,,,
0,999,-7,15.6,0,18429,307.15,,,,,,,,,,
0,999,-7,17,0,18446,307.43,,,,,,,,,,
0,999,-7,18.2,0,18463,307.72,,,,,,,,,,
0,999,-5,19.3,0,18479,307.98,,,,,,,,,,
0,999,-3,20.5,0,18496,308.27,,,,,,,,,,
0,999,-2,21.7,0,18513,308.55,,,,,,,,,,
0,999,-1,22.8,0,18530,308.83,,,,,,,,,,
0,999,0,24.1,0,18546,309.1,,,,,,,,,,
0,999,2,25.3,0,18563,309.38,,,,,,,,,,
0,999,3,26.5,0,18580,309.67,,,,,,,,,,
0,999,4.5,28.6,0,18596,309.93,,,,,,,,,,
0,999,5.8,29.2,0,18613,310.22,,,,,,,,,,
0,999,7,30.5,0,18630,310.5,,,,,,,,,,
0,999,8.6,31.9,0,18647,310.78,,,,,,,,,,
0,999,10,33.2,0,18663,311.05,,,,,,,,,,
0,999,11.3,34.6,0,18680,311.33,,,,,,,,,,
0,999,12.5,35.9,0,18697,311.62,,,,,,,,,,
0,999,13.5,37.3,0,18714,311.9,,,,,,,,,,
0,999,15,38.6,0,18730,312.17,,,,,,,,,,
0,999,16,39.8,0,18747,312.45,,,,,,,,,,
0,999,18,41.1,0,18764,312.73,,,,,,,,,,
0,999,19.6,42.6,0,18780,313,,,,,,,,,,
0,999,20.6,43.8,0,18797,313.28,,,,,,,,,,
0,999,22.3,45.1,0,18814,313.57,,,,,,,,,,
0,999,23.6,46.4,0,18831,313.85,,,,,,,,,,
0,999,25,47.7,0,18847,314.12,,,,,,,,,,
0,999,26.2,48.9,0,18864,314.4,,,,,,,,,,
0,999,27.2,50.2,0,18881,314.68,,,,,,,,,,
0,999,28.5,51.2,0,18897,314.95,,,,,,,,,,
0,999,29.8,51.9,0,18914,315.23,,,,,,,,,,
0,999,31.6,51.7,0,18931,315.52,,,,,,,,,,
0,999,32.5,51.1,0,18947,315.78,,,,,,,,,,
0,999,34,50.2,0,18964,316.07,,,,,,,,,,
0,999,35.5,49.4,0,18981,316.35,,,,,,,,,,
0,999,36.1,48.7,0,18998,316.63,,,,,,,,,,
0,999,37.3,48.3,0,19014,316.9,,,,,,,,,,
0,999,39,48.1,0,19031,317.18,,,,,,,,,,
0,999,40.2,48.2,0,19048,317.47,,,,,,,,,,
0,999,41.8,48.4,0,19065,317.75,,,,,,,,,,
0,999,43,48.8,0,19081,318.02,,,,,,,,,,
0,999,44.3,49.2,0,19098,318.3,,,,,,,,,,
0,999,45.8,49.6,0,19115,318.58,,,,,,,,,,
0,999,47.2,49.9,0,19131,318.85,,,,,,,,,,
0,999,48,50.1,0,19148,319.13,,,,,,,,,,
0,999,49,50.4,0,19165,319.42,,,,,,,,,,
0,999,49.5,50.6,0,19181,319.68,,,,,,,,,,
0,999,50,50.7,0,19198,319.97,,,,,,,,,,
0,999,50,50.8,0,19215,320.25,,,,,,,,,,
0,999,50,50.9,0,19232,320.53,,,,,,,,,,
0,999,50,51,0,19248,320.8,,,,,,,,,,
0,999,50,50.9,0,19265,321.08,,,,,,,,,,
0,999,50,50.9,0,19282,321.37,,,,,,,,,,
0,999,50,51.1,0,19299,321.65,,,,,,,,,,
0,999,50,51,0,19315,321.92,,,,,,,,,,
0,999,50,51,0,19332,322.2,,,,,,,,,,
0,999,50,50.9,0,19349,322.48,,,,,,,,,,
0,999,50,51,0,19365,322.75,,,,,,,,,,
0,999,50,50.9,0,19382,323.03,,,,,,,,,,
0,999,50,50.9,0,19399,323.32,,,,,,,,,,
0,999,50,50.9,0,19416,323.6,,,,,,,,,,
0,999,50,50.9,0,19432,323.87,,,,,,,,,,
0,999,50,50.9,0,19449,324.15,,,,,,,,,,
0,999,50,51,0,19466,324.43,,,,,,,,,,
0,999,50,51,0,19483,324.72,,,,,,,,,,
0,999,50,51,0,19499,324.98,,,,,,,,,,
0,999,50,50.9,0,19516,325.27,,,,,,,,,,
0,999,50,51.1,0,19533,325.55,,,,,,,,,,
0,999,50,51,0,19549,325.82,,,,,,,,,,
0,999,50,51,0,19566,326.1,,,,,,,,,,
0,999,50,51.1,0,19583,326.38,,,,,,,,,,
0,999,50,51.1,0,19600,326.67,,,,,,,,,,
0,999,50,51,0,19616,326.93,,,,,,,,,,
0,999,50,50.9,0,19633,327.22,,,,,,,,,,
0,999,50,51,0,19650,327.5,,,,,,,,,,
0,999,50,51,0,19667,327.78,,,,,,,,,,
0,999,50,50.9,0,19683,328.05,,,,,,,,,,
0,999,50,51.1,0,19700,328.33,,,,,,,,,,
0,999,50,50.9,0,19717,328.62,,,,,,,,,,
0,999,50,51.1,0,19734,328.9,,,,,,,,,,
0,999,50,51.1,0,19750,329.17,,,,,,,,,,
0,999,50,51.1,0,19767,329.45,,,,,,,,,,
0,999,50,51,0,19784,329.73,,,,,,,,,,
0,999,50,51.1,0,19800,330,,,,,,,,,,
0,999,50,51,0,19817,330.28,,,,,,,,,,
0,999,50,51.1,0,19834,330.57,,,,,,,,,,
0,999,50,51,0,19850,330.83,,,,,,,,,,
0,999,50,50.9,0,19867,331.12,,,,,,,,,,
0,999,50,51.1,0,19884,331.4,,,,,,,,,,
0,999,50,51.1,0,19901,331.68,,,,,,,,,,
0,999,50,51.1,0,19917,331.95,,,,,,,,,,
0,999,50,51,0,19934,332.23,,,,,,,,,,
0,999,50,51.1,0,19951,332.52,,,,,,,,,,
0,999,50,51.1,0,19967,332.78,,,,,,,,,,
0,999,50,51.1,0,19984,333.07,,,,,,,,,,
0,999,50,51.1,0,20001,333.35,,,,,,,,,,
0,999,50,51.1,0,20018,333.63,,,,,,,,,,
0,999,50,51.1,0,20034,333.9,,,,,,,,,,
0,999,50,51.1,0,20051,334.18,,,,,,,,,,
0,999,50,51.1,0,20068,334.47,,,,,,,,,,
0,999,50,51.2,0,20085,334.75,,,,,,,,,,
0,999,50,51.1,0,20101,335.02,,,,,,,,,,
0,999,50,51.1,0,20118,335.3,,,,,,,,,,
0,999,50,51.1,0,20135,335.58,,,,,,,,,,
0,999,50,51.1,0,20151,335.85,,,,,,,,,,
0,999,50,51.2,0,20168,336.13,,,,,,,,,,
0,999,50,51.1,0,20185,336.42,,,,,,,,,,
0,999,50,51.1,0,20202,336.7,,,,,,,,,,
0,999,50,51.1,0,20218,336.97,,,,,,,,,,
0,999,50,51.1,0,20235,337.25,,,,,,,,,,
0,999,50,51.1,0,20252,337.53,,,,,,,,,,
0,999,50,51.2,0,20269,337.82,,,,,,,,,,
0,999,50,51.2,0,20285,338.08,,,,,,,,,,
0,999,50,51.1,0,20302,338.37,,,,,,,,,,
0,999,50,51.1,0,20319,338.65,,,,,,,,,,
0,999,50,51.1,0,20335,338.92,,,,,,,,,,
0,999,50,51.1,0,20352,339.2,,,,,,,,,,
0,999,50,51.1,0,20369,339.48,,,,,,,,,,
0,999,50,51.2,0,20386,339.77,,,,,,,,,,
0,999,50,51.1,0,20402,340.03,,,,,,,,,,
0,999,50,51.2,0,20419,340.32,,,,,,,,,,
0,999,50,51.2,0,20436,340.6,,,,,,,,,,
0,999,50,51.1,0,20453,340.88,,,,,,,,,,
0,999,50,51.3,0,20469,341.15,,,,,,,,,,
0,999,50,51.2,0,20486,341.43,,,,,,,,,,
0,999,50,51.2,0,20503,341.72,,,,,,,,,,
0,999,50,51.1,0,20519,341.98,,,,,,,,,,
0,999,50,51.1,0,20536,342.27,,,,,,,,,,
0,999,50,51.1,0,20553,342.55,,,,,,,,,,
0,999,50,51.2,0,20569,342.82,,,,,,,,,,
0,999,50,51.1,0,20586,343.1,,,,,,,,,,
0,999,50,51.1,0,20603,343.38,,,,,,,,,,
0,999,50,51.3,0,20620,343.67,,,,,,,,,,
0,999,50,51.2,0,20637,343.95,,,,,,,,,,
0,999,50,51.3,0,20653,344.22,,,,,,,,,,
0,999,50,51.2,0,20670,344.5,,,,,,,,,,
0,999,50,51.2,0,20687,344.78,,,,,,,,,,
0,999,50,51.2,0,20704,345.07,,,,,,,,,,
0,999,50,50.7,0,20720,345.33,,,,,,,,,,
0,999,50,50.3,0,20737,345.62,,,,,,,,,,
0,999,50,49.7,0,20754,345.9,,,,,,,,,,
0,999,50,49,0,20770,346.17,,,,,,,,,,
0,999,50,48.1,0,20787,346.45,,,,,,,,,,
0,999,50,47.6,0,20804,346.73,,,,,,,,,,
0,999,50,46.9,0,20821,347.02,,,,,,,,,,
0,999,50,46,0,20837,347.28,,,,,,,,,,
0,999,50,45.5,0,20854,347.57,,,,,,,,,,
0,999,50,44.8,0,20871,347.85,,,,,,,,,,
0,999,50,44.2,0,20887,348.12,,,,,,,,,,
0,999,50,43.6,0,20904,348.4,,,,,,,,,,
0,999,50,43,0,20921,348.68,,,,,,,,,,
0,999,50,42.3,0,20937,348.95,,,,,,,,,,
0,999,50,41.7,0,20954,349.23,,,,,,,,,,
0,999,50,41.1,0,20971,349.52,,,,,,,,,,
0,999,50,40.6,0,20988,349.8,,,,,,,,,,
0,999,50,39.8,0,21004,350.07,,,,,,,,,,
0,999,50,39.4,0,21021,350.35,,,,,,,,,,
0,999,50,38.7,0,21038,350.63,,,,,,,,,,
0,999,50,38.1,0,21055,350.92,,,,,,,,,,
0,999,50,37.8,0,21071,351.18,,,,,,,,,,
0,999,50,37,0,21088,351.47,,,,,,,,,,
0,999,50,36.5,0,21105,351.75,,,,,,,,,,
0,999,50,35.9,0,21122,352.03,,,,,,,,,,
0,999,50,35.2,0,21138,352.3,,,,,,,,,,
0,999,50,34.7,0,21155,352.58,,,,,,,,,,
0,999,50,34.2,0,21172,352.87,,,,,,,,,,
0,999,50,33.6,0,21188,353.13,,,,,,,,,,
0,999,50,33.2,0,21205,353.42,,,,,,,,,,
0,999,50,32.7,0,21222,353.7,,,,,,,,,,
0,999,50,32,0,21239,353.98,,,,,,,,,,
0,999,50,31.5,0,21256,354.27,,,,,,,,,,
0,999,50,31.5,0,21272,354.53,,,,,,,,,,
0,999,50,30.5,0,21289,354.82,,,,,,,,,,
0,999,50,30,0,21306,355.1,,,,,,,,,,
0,999,50,29.4,0,21322,355.37,,,,,,,,,,
0,999,50,28.9,0,21339,355.65,,,,,,,,,,
0,999,50,28.3,0,21356,355.93,,,,,,,,,,
0,999,50,27.9,0,21373,356.22,,,,,,,,,,
0,999,50,27.4,0,21389,356.48,,,,,,,,,,
0,999,50,26.9,0,21406,356.77,,,,,,,,,,
0,999,48,26.4,0,21423,357.05,,,,,,,,,,
0,999,47,25.9,0,21440,357.33,,,,,,,,,,
0,999,46,25.7,0,21456,357.6,,,,,,,,,,
0,999,45,25.6,0,21473,357.88,,,,,,,,,,
0,999,44,25.6,0,21490,358.17,,,,,,,,,,
0,999,43,25.6,0,21507,358.45,,,,,,,,,,
0,999,42,25.6,0,21523,358.72,,,,,,,,,,
0,999,39.8,25.7,0,21540,359,,,,,,,,,,
0,999,39.4,25.7,0,21557,359.28,,,,,,,,,,
0,999,37.5,25.8,0,21573,359.55,,,,,,,,,,
0,999,37,25.9,0,21590,359.83,,,,,,,,,,
0,999,35.8,26,0,21607,360.12,,,,,,,,,,
0,999,33,26,0,21624,360.4,,,,,,,,,,
0,999,32,26.1,0,21640,360.67,,,,,,,,,,
0,999,30.5,26.1,0,21657,360.95,,,,,,,,,,
0,999,29,26.2,0,21674,361.23,,,,,,,,,,
0,999,27.5,26.3,0,21691,361.52,,,,,,,,,,
0,999,26.4,26.3,0,21707,361.78,,,,,,,,,,
0,999,25,26.3,0,,0,,,,,,,,,,
0,999,25,26.4,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
0,999,25,,0,,0,,,,,,,,,,
