Current Step,Time Remaining,Expected Temp,External Temp,Chamber Temp,Time
5,608,-7,-6.5,-8.9,2948
5,592,-7,-6.5,-8.9,2964
5,575,-7,-6.5,-8.8,2981
5,559,-7,-6.5,-8.8,2997
5,542,-7,-6.5,-8.8,3014
5,526,-7,-6.5,-8.8,3030
5,509,-7,-6.4,-8.7,3047
5,493,-7,-6.5,-8.7,3063
5,476,-7,-6.5,-8.7,3080
5,460,-7,-6.4,-8.7,3097
5,443,-7,-6.4,-8.6,3113
5,427,-7,-6.4,-8.6,3130
5,410,-7,-6.5,-8.6,3146
5,393,-7,-6.5,-8.5,3163
5,377,-7,-6.5,-8.5,3179
5,360,-7,-6.3,-8.5,3196
5,344,-7,-6.4,-8.4,3212
5,327,-7,-6.3,-8.4,3229
5,311,-7,-6.3,-8.4,3245
5,294,-7,-6.3,-8.4,3262
5,278,-7,-6.3,-8.3,3278
5,261,-7,-6.4,-8.2,3295
5,245,-7,-6.3,-8.2,3311
5,228,-7,-6.4,-8.2,3328
5,212,-7,-6.3,-8.2,3345
5,195,-7,-6.1,-8.1,3361
5,178,-7,-6.3,-8,3378
5,162,-7,-6.1,-8,3394
5,145,-7,-6.1,-7.9,3411
5,129,-7,-6.1,-7.9,3427
5,112,-7,-6.1,-7.8,3444
5,96,-7,-6,-7.8,3460
5,79,-7,-6,-7.7,3477
5,63,-7,-6,-7.7,3493
5,46,-7,-5.9,-7.7,3510
5,30,-7,-5.9,-7.6,3526
5,13,-7,-5.9,-7.6,3543
6,1062,-6.4,-5.9,-7.5,3559
6,1045,-5.4,-5.7,-7.5,3576
6,1029,-4.4,-5.5,-7.4,3593
6,1012,-3.4,-5.2,-7.2,3609
6,996,-2.5,-4.9,-6.9,3626
6,979,-1.5,-3.4,-6.3,3642
6,963,-0.6,-1.5,-5.2,3659
6,946,0.4,0,-3.6,3675
6,930,1.3,1.4,-1.9,3692
6,913,2.3,2.5,-0.3,3708
6,897,3.3,3.6,1.2,3725
6,880,4.3,4.9,2.5,3741
6,864,5.2,6.2,3.9,3758
6,847,6.2,7.2,5.2,3774
6,830,7.1,8.1,6.5,3791
6,814,8.1,9,7.6,3808
6,797,9.1,9.9,8.6,3824
6,781,10,10.9,9.6,3841
6,764,11,11.9,10.6,3857
6,748,12,13,11.6,3874
6,731,13,14,12.7,3890
6,715,13.9,14.9,13.6,3907
6,698,14.9,15.9,14.6,3923
6,682,15.8,16.7,15.6,3940
6,665,16.8,17.7,16.5,3956
6,649,17.8,18.9,17.4,3973
6,632,18.7,20,18.4,3989
6,615,19.7,21.1,19.5,4006
6,599,20.7,21.9,20.5,4022
6,582,21.7,22.9,21.6,4039
6,566,22.6,23.6,22.7,4056
6,549,23.6,24.4,23.6,4072
6,533,24.5,25.2,24.5,4089
