Expected Temp
12.3
13.5
14.7
15.7
16.9
18.1
19.3
20.5
21.6
22.8
23.9
25.1
26.2
27.5
28.4
29.7
30.7
31.9
33
34.1
35.3
36.4
37.4
38.5
39.6
40.5
41.6
42.7
43.8
44.8
45.7
46.8
47.8
48.7
49.6
50.4
51.1
51.8
52.6
53.1
53.6
54.1
54.5
54.8
55.1
55.3
55.6
55.7
55.9
56
56.1
56.1
56.3
56.4
56.4
56.5
56.5
56.6
56.8
56.8
56.9
57
57
57
57.1
57.3
57.3
57.4
57.5
57.5
57.5
57.6
57.7
57.7
57.6
57.5
57.1
56.4
55.7
54.8
53.8
52.6
51.5
50.3
49.1
48
46.8
45.7
44.6
43.6
42.4
41.5
40.4
39.3
38.3
37
35.9
34.5
33.3
32
30.8
29.6
28.3
27.1
25.8
24.6
23.4
22.1
21
19.8
18.7
17.4
16.2
15.1
14.2
12.9
11.8
10.8
9.8
8.8
7.6
6.6
5.7
4.9
4.1
3.4
2.6
2.2
1.7
1.2
0.9
0.5
0.3
0
-0.1
-0.4
-0.5
-0.7
-1
-1.1
-1.2
-1.3
-1.4
-1.4
-1.5
-1.7
-1.7
-1.7
-1.8
-2
-2
-2
-2.1
-2.1
-2.2
-2.2
-2.2
-2.2
-2.2
-2.3
-2.3
-2.4
-2.3
-1.6
-0.7
0
0.8
1.7
2.6
3.4
4.3
5.3
6.4
7.4
8.5
9.6
10.8
11.9
13
14.1
15.2
16.6
17.7
18.8
20
21.2
22.5
23.7
24.8
26
27.1
28.3
29.5
30.6
31.8
32.9
33.9
35.1
36.2
37.4
38.3
39.4
40.4
41.5
42.5
43.6
44.6
45.5
46.5
47.4
48.2
49.2
49.9
50.7
51.5
52.1
52.7
53.3
53.7
54.2
54.6
54.9
55.2
55.4
55.5
55.8
55.9
56
56.1
56.3
56.4
56.5
56.5
56.6
56.6
56.8
56.8
56.9
56.9
56.9
57
57
57.2
57.2
57.3
57.3
57.3
57.4
57.4
57.5
57.5
57.5
57.4
57.2
56.6
55.8
55
54
53
51.8
50.6
49.5
48.4
47.2
46
45
44
42.9
41.9
40.8
39.7
38.6
37.6
36.3
35.1
33.8
32.5
31.2
30.2
28.8
27.6
26.3
25
23.8
22.7
21.5
20.3
19.1
17.8
16.8
15.7
14.5
13.4
12.3
11.3
10.3
9.1
8.2
7.2
6.2
5.3
4.5
3.8
3.1
2.6
1.9
1.6
1.1
0.7
0.3
0.2
0
-0.2
-0.4
-0.5
-0.6
-0.8
-1
-1
-1.3
-1.4
-1.4
-1.4
-1.5
-1.7
-1.7
-1.7
-1.8
-1.8
-1.8
-2
-2
-2
-2.1
-2.1
-2.1
-2.1
-2.1
-2.1
-2.2
-1.7
-1
0
0.7
1.6
2.4
3.2
4.1
5.1
6.2
7.2
8.3
9.4
10.5
11.6
12.9
13.9
15.1
16.4
17.5
18.6
19.8
20.9
22.1
23.2
24.4
25.5
26.7
27.9
29
30.1
31.3
32.5
33.5
34.6
35.8
36.8
38
38.9
40.1
41.1
42
43.2
44.1
45
46.1
47.1
48.1
49.1
49.9
50.7
51.4
52.1
52.7
53.2
53.8
54.1
54.5
54.8
55.2
55.3
55.5
55.7
55.8
56.1
56.2
56.3
56.4
56.5
56.5
56.6
56.7
56.7
56.7
56.9
57
56.9
57
57
57.1
57.1
57.3
57.3
57.4
57.4
57.4
57.5
57.5
57.6
57.4
57.2
56.9
56.2
55.4
54.5
53.5
52.4
51.2
50
48.8
47.6
46.6
45.4
44.3
43.2
42.3
41.2
40.1
39
38
36.7
35.4
34.1
32.8
31.7
30.5
29.1
27.9
26.6
25.3
24.1
22.9
21.7
20.5
19.4
18.2
16.9
15.9
14.8
13.7
12.4
11.5
10.5
9.3
8.4
7.4
6.3
5.4
4.6
3.9
3.1
2.6
2
1.6
1.1
0.9
0.5
0.3
0
-0.1
-0.4
-0.5
-0.8
-0.9
-1
-1.2
-1.3
-1.3
-1.4
-1.5
-1.6
-1.6
-1.7
-1.7
-1.9
-2
-2
-1.9
-2
-2.1
-2.1
-2.1
-2.1
-2.2
-2.2
-2.3
-2.3
-2.3
-2.3
-2.4
-2.4
-2.4
-2.4
-2.4
-2.4
-2.5
-2.4
-2.4
-2.4
-2.4
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.6
-2.5
-2.6
-2.5
-2.5
-2.5
-2.6
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.4
-2.4
-1.8
-1
0
0.8
1.5
2.3
3.3
4.3
5.2
6.3
7.3
8.5
9.7
10.8
11.9
13
14.1
15.3
16.4
17.6
18.8
19.9
21.1
22.3
23.5
24.6
25.8
27
28.2
29.3
30.5
31.6
32.7
33.8
34.9
36
37.1
38.2
39.4
40.3
41.4
42.4
43.5
44.5
45.5
46.4
47.3
48.3
49.1
49.9
50.8
51.5
52.2
52.8
53.3
53.7
54.2
54.6
54.8
55.2
55.4
55.6
55.7
55.8
55.9
56
56.2
56.2
56.3
56.4
56.4
56.6
56.7
56.7
56.8
57
56.9
57
57.1
57.1
57.3
57.3
57.4
57.4
57.5
57.5
57.6
57.6
57.6
57.7
57.7
57.6
57.7
57.6
57.7
57.6
57.7
57.8
57.8
57.8
57.9
57.9
57.9
57.9
58
57.8
57.9
57.9
58
57.9
57.9
57.9
58.1
58.1
58
57.9
58
58
58
58
58.2
58.1
58.1
58.1
58
58.2
58
58.2
58.2
58.2
58.2
58
58
57.9
58
58
58
58.1
58
58
58
58.1
58.1
58
58.1
58.1
58.1
58.1
58.1
58.1
58.1
58.1
58.1
58.1
57.9
57.6
57.3
56.8
56.2
55.6
55
54.5
53.9
53.3
52.7
52
51.4
50.7
50
49.4
48.7
48
47.5
46.9
46.3
45.7
45.1
44.4
43.9
43.4
42.8
42.2
41.7
41
40.5
40
39.4
39
38.5
37.9
37.3
36.7
36.3
35.8
35.3
34.8
34.4
34.1
33.7
33.3
33.1
32.7
32.5
32.2
31.9
31.7
31.5
31.3
31.2
31
31
30.7
30.6
30.5
30.4
30.3
30.2
30.1
30
30
29.9
29.9
29.8
29.8
29.7
29.8
29.6
29.6
29.6
29.5
29.5
29.4
29.4
29.3
29.3
29.3
29.3
29.3
29.3
29.2
29.2
29.1
29.1
29
29.1
29
29.1
29
29.1
29
29
29.1
28.9
28.9
